w,freq,cat,lang,tr,alt
एरिक,2016,NE,ne,erich,
काराकोरम,2016,NE,ne,karakoram,
चालिसे,2016,NE,ne,chalise,
प्रदर्शनमा,2016,NE,ne,pradarshanma,
भगवानको,2016,NE,ne,bhagawanko,
शक्तिपीठ,2016,NE,ne,shaktipith,
श्रीलङ्कामा,2016,NE,ne,shrilankama,
अस्ट्रेलियाका,2014,NE,ne,astreliaka,
आफैं,2014,NE,ne,afain,
आरोपमा,2014,NE,ne,aropma,
कम्पनीमा,2014,NE,ne,companyma,
गरेकाले,2014,NE,ne,garekale,
ज्वालामुखी,2014,NE,ne,jwalamukhi,
टिमले,2014,NE,ne,timle,
परम्पराको,2014,NE,ne,paramparako,
भद्रपुर,2014,NE,ne,bhadrapur,
यिनका,2014,NE,ne,yinka,
अनौपचारिक,2012,NE,ne,anaupacharik,
अविजित,2012,NE,ne,avijit,awijit
करियरको,2012,NE,ne,careerko,
कुण्ड,2012,NE,ne,kunda,
छलफलको,2012,NE,ne,chhalafalko,
तत्वहरू,2012,NE,ne,tatwaharu,
प्रहरीले,2012,NE,ne,praharile,
शरणार्थी,2012,NE,ne,sharanaarthi,sharanarthi
सकेका,2012,NE,ne,sakeka,
साथीहरू,2012,NE,ne,sathiharu,
उमेरका,2010,NE,ne,umerka,
जनाउन,2010,NE,ne,janauna,
दिइन्छ,2010,NE,ne,diinchha,
दुर्घटनामा,2010,NE,ne,durghatanama,
ब्याट्री,2010,NE,ne,batry,
लियोन,2010,NE,ne,leone,
शिवले,2010,NE,ne,shivle,
सभ्यताको,2010,NE,ne,sabhyatako,
समाजका,2010,NE,ne,samajka,
सरेका,2010,NE,ne,sareka,
खण्डहरूमा,2008,NE,ne,khandaharuma,
गाभिएको,2008,NE,ne,gabhieko,
दृश्यहरू,2008,NE,ne,drishyaharu,
पर्वको,2008,NE,ne,parwako,
पाथीभरा,2008,NE,ne,pathibhara,
पोर्तगाली,2008,NE,ne,portagali,
बालीहरू,2008,NE,ne,baliharu,
बिजयी,2008,NE,ne,bijayi,
वशिष्ठ,2008,NE,ne,vashishtha,washishtha
सम्वत,2008,NE,ne,samwat,
उम्मेदवारी,2006,NE,ne,ummedwari,
पाएर,2006,NE,ne,paera,
प्रतिवेदनका,2006,NE,ne,pratiwedanka,
बोकेर,2006,NE,ne,bokera,
मुल्तान,2006,NE,ne,multan,
व्यक्तिहरूले,2006,NE,ne,wyaktiharule,
संयन्त्र,2006,NE,ne,sanyantra,
सम्मका,2006,NE,ne,sammaka,
क्रोएसिया,2004,NE,ne,croasia,
गन्तव्य,2004,NE,ne,gantawya,
गोख,2004,NE,ne,gokh,
तिमीलाई,2004,NE,ne,timilai,
दिइने,2004,NE,ne,diine,
धुलिखेल,2004,NE,ne,dhulikhel,
यात्रामा,2004,NE,ne,yatrama,
रमाइलो,2004,NE,ne,ramailo,
शृङ्खलाको,2004,NE,ne,shringkhalako,
सनराइजर्स,2004,NE,ne,sunrisers,
अवतरण,2002,NE,ne,awataran,
अवस्थाको,2002,NE,ne,awasthako,
एम्ब्रोज,2002,NE,ne,ambrose,
कोजु,2002,NE,ne,koju,
घाँसको,2002,NE,ne,ghansko,ghaansko
त्यहाँको,2002,NE,ne,tyahaanko,
बच्चालाई,2002,NE,ne,bacchalai,
शरीरलाई,2002,NE,ne,sharirlai,
शाहलाई,2002,NE,ne,shahlai,
सतहमा,2002,NE,ne,satahama,
समुन्द्र,2002,NE,ne,samundra,
सुगौली,2002,NE,ne,sugauli,
चैनपुर,2000,NE,ne,chainpur,
नभएसम्म,2000,NE,ne,nabhaesamma,
नराम्रो,2000,NE,ne,naramro,
बताएको,2000,NE,ne,bataeko,
यहाँबाट,2000,NE,ne,yahaanbaata,yahanbata
लिखु,2000,NE,ne,likhu,
सार्न,2000,NE,ne,sarna,
अनलाइनखबर,1999,NE,ne,anlinekhabar,
आन्दोलनका,1999,NE,ne,andolanka,
गुप्तचर,1999,NE,ne,guptachar,
झण्डै,1999,NE,ne,jhandai,
डर्टमन्ड,1999,NE,ne,dirtmund,
नाच्ने,1999,NE,ne,nachne,
म्याद,1999,NE,ne,myad,
युगान्डा,1999,NE,ne,yuganda,
वरपर,1999,NE,ne,warpar,
सुवास,1999,NE,ne,suwas,
अक्टोबरमा,1997,NE,ne,octoberma,
उपनिवेश,1997,NE,ne,upaniwesh,
कान्छो,1997,NE,ne,kanchho,
गान्धीको,1997,NE,ne,gandhiko,
घटेको,1997,NE,ne,ghateko,
जंगबहादुर,1997,NE,ne,jangbahadur,
दुवैलाई,1997,NE,ne,duwailai,
नीतिको,1997,NE,ne,nitiko,
परिवारले,1997,NE,ne,pariwarle,
बाहुन,1997,NE,ne,bahun,
मनपर्ने,1997,NE,ne,manaparne,
यसैगरी,1997,NE,ne,yasaigari,
विकिमा,1997,NE,ne,wikima,
सम्बत,1997,NE,ne,sambat,
आफैले,1995,NE,ne,afaile,
निकोलस,1995,NE,ne,nicolaus,
बेच्ने,1995,NE,ne,bechne,
लिइन्छ,1995,NE,ne,liinchha,
ल्याएका,1995,NE,ne,lyaeka,
विद्यालयहरू,1995,NE,ne,vidyalayaharu,
समग्रमा,1995,NE,ne,samagrama,
समेटिएको,1995,NE,ne,sametieko,
सहरहरूमा,1995,NE,ne,saharharuma,
हराएको,1995,NE,ne,haraeko,
गृहमन्त्री,1993,NE,ne,grihamantri,
गोरू,1993,NE,ne,goru,
चित्रमा,1993,NE,ne,chitrama,
देखिएका,1993,NE,ne,dekhieka,
प्रमण्डल,1993,NE,ne,pramandal,
फाइलहरू,1993,NE,ne,fileharu,
बेङ्क,1993,NE,ne,benk,
भूतपूर्व,1993,NE,ne,bhutpurwa,bhutpurva
भूपेन्द्र,1993,NE,ne,bhupendra,
विस्तारै,1993,NE,ne,wistarai,
स्टुडियोज,1993,NE,ne,studios,
स्थानबाट,1993,NE,ne,sthanbata,
उखु,1991,NE,ne,ukhu,
ओडिया,1991,NE,ne,odia,
खोज्न,1991,NE,ne,khojna,
गराउनु,1991,NE,ne,garaunu,
जङ्गलमा,1991,NE,ne,jangalma,junglema
बिचको,1991,NE,ne,bichko,
बुढाथोकी,1991,NE,ne,budhathoki,
भेट्न,1991,NE,ne,bhetna,
सक्दछ,1991,NE,ne,sakdachha,
सदस्यमा,1991,NE,ne,sadasyama,
समितिहरू,1991,NE,ne,samitiharu,
सामुद्रिक,1991,NE,ne,samudrik,
अस्ट्रेलियाको,1989,NE,ne,astreliyako,
कपमा,1989,NE,ne,cupma,kapma
किनकी,1989,NE,ne,kinki,
खेलबाट,1989,NE,ne,khelbata,
खेलाडीले,1989,NE,ne,kheladile,
घाँसे,1989,NE,ne,ghanse,
चौतारा,1989,NE,ne,chautara,
जायन्ट्स,1989,NE,ne,giants,
तथ्यांक,1989,NE,ne,tathyank,
फलफूलहरू,1989,NE,ne,falafulharu,
फ्रान्समा,1989,NE,ne,francema,
महालक्ष्मी,1989,NE,ne,mahalaxmi,
विज्ञानमा,1989,NE,ne,vigyanma,
अगाडिको,1987,NE,ne,agadiko,
अञ्चलहरू,1987,NE,ne,anchalharu,
अमेरिकाले,1987,NE,ne,americale,
ओसारपसार,1987,NE,ne,osarapasar,
क्षेत्रफलमा,1987,NE,ne,kshetrafalma,
जन्मको,1987,NE,ne,janmako,
दिवसहरू,1987,NE,ne,diwasharu,
देशलाई,1987,NE,ne,deshlai,
फुटबलमा,1987,NE,ne,footbalma,
बगाले,1987,NE,ne,bagale,
भवनमा,1987,NE,ne,bhawanma,
विचारमा,1987,NE,ne,vicharma,
हिज्जे,1987,NE,ne,hijje,
हेर्नुहोला,1987,NE,ne,hernuhola,
आम्दानी,1985,NE,ne,amdani,
उन्मूलन,1985,NE,ne,unmulan,
किंवदन्ती,1985,NE,ne,kinwadanti,
कोइला,1985,NE,ne,koila,
गरिनेछ,1985,NE,ne,garinechha,
छालाको,1985,NE,ne,chhalako,
दिवसको,1985,NE,ne,diwasko,
नियमन,1985,NE,ne,niyaman,
बालबालिकाको,1985,NE,ne,balbalikako,
युनिभर्स,1985,NE,ne,universe,
स्थलहरूको,1985,NE,ne,sthalharuko,
क्रिस्टोफर,1983,NE,ne,christopher,cristopher;kristopher
खालका,1983,NE,ne,khalka,
जनवरीमा,1983,NE,ne,janawarima,
बिहारका,1983,NE,ne,biharka,
ब्याड,1983,NE,ne,badd,
लिपिको,1983,NE,ne,lipiko,
समूहलाई,1983,NE,ne,samuhlai,
सांगीतिक,1983,NE,ne,sangitik,
अनुसारको,1981,NE,ne,anusarko,
आयुर्वेदिक,1981,NE,ne,ayurvedic,
जर्मनीका,1981,NE,ne,germanyka,
जेठो,1981,NE,ne,jetho,
दिनबाट,1981,NE,ne,dinbata,
परिवारलाई,1981,NE,ne,pariwarlai,
बताए,1981,NE,ne,batae,
मापदण्डहरू,1981,NE,ne,mapdandharu,
मूर्तिहरू,1981,NE,ne,murtiharu,
मूलका,1981,NE,ne,mulka,
लडिरहेका,1981,NE,ne,ladiraheka,
शुक्रबार,1981,NE,ne,shukrabar,
उपचारको,1979,NE,ne,upacharko,
घोराही,1979,NE,ne,ghorahi,
चाहन्छु,1979,NE,ne,chahanchhu,
तीमध्ये,1979,NE,ne,timadhye,
दिनपछि,1979,NE,ne,dinpachi,
देखाउन,1979,NE,ne,dekhauna,
पर्वतीय,1979,NE,ne,parwatiya,
पुगेपछि,1979,NE,ne,pugepachhi,
प्रबन्धकहरू,1979,NE,ne,prabandhakharu,
मनको,1979,NE,ne,manko,
महिनासम्म,1979,NE,ne,mahinasamma,
राजाहरूले,1979,NE,ne,rajaharule,
व्यक्तित्वहरू,1979,NE,ne,wyaktitwaharu,
संविधानमा,1979,NE,ne,sanwidhanma,
समस्याको,1979,NE,ne,samasyako,
सासा,1979,NE,ne,sasha,sasa
उदाहरणहरू,1977,NE,ne,udaharanharu,
उन्मुक्ति,1977,NE,ne,unmukti,
एतिहासिक,1977,NE,ne,etihasik,
टिमका,1977,NE,ne,teamka,timka
तस्वीरहरू,1977,NE,ne,taswirharu,
पखेटा,1977,NE,ne,pakheta,
प्रतिबन्धित,1977,NE,ne,pratibandhit,
मुख्तियार,1977,NE,ne,mukhtiyar,mukhtiar
रक्षापङ्क्ति,1977,NE,ne,rakshapankti,
विश्वभरका,1977,NE,ne,vishwabharka,
हिमालयको,1977,NE,ne,himalayako,
अर्थशास्त्रको,1974,NE,ne,arthashastrako,
आकाशमा,1974,NE,ne,aakashmaa,akashma
एचले,1974,NE,ne,echle,
काटेर,1974,NE,ne,katera,
ग्रन्थमा,1974,NE,ne,granthama,
जर्मेन,1974,NE,ne,germain,germaine;jermaine
नगरको,1974,NE,ne,nagarko,
पर्दैन,1974,NE,ne,pardaina,
बेनुपराज,1974,NE,ne,benuparaj,
रूसको,1974,NE,ne,rusko,
सदस्यहरूलाई,1974,NE,ne,sadasyaharulai,
सिद्धान्तहरू,1974,NE,ne,siddhantaharu,
अर्जुनले,1972,NE,ne,arjunale,
दिल्लीमा,1972,NE,ne,delhima,
मनाउन,1972,NE,ne,manauna,
मन्त्रीको,1972,NE,ne,mantriko,
रहेछ,1972,NE,ne,rahechha,
शरीरका,1972,NE,ne,sharirkaa,sharirka
शासनकाल,1972,NE,ne,shasankal,
समयपछि,1972,NE,ne,samayapachhi,
हनुमानको,1972,NE,ne,hanumanko,
आश्रममा,1970,NE,ne,ashramma,aashramma
खातुन,1970,NE,ne,khatun,
जस्टिन,1970,NE,ne,justine,
डबल,1970,NE,ne,double,
बनाउनको,1970,NE,ne,banaunako,
मिलिमिटर,1970,NE,ne,millimeter,
विद्यालयको,1970,NE,ne,vidyalayako,
विषयवस्तु,1970,NE,ne,vishayavastu,
सिभिल,1970,NE,ne,sibhil,
कार्यालयको,1968,NE,ne,karyalayako,
कालदेखि,1968,NE,ne,kaldekhi,
कोषको,1968,NE,ne,koshko,
खलक,1968,NE,ne,khalak,
गतिविधिहरू,1968,NE,ne,gatiwidhiharu,
गीतहरूको,1968,NE,ne,githaruko,
ठाउँबाट,1968,NE,ne,thaunbata,
डेब्यू,1968,NE,ne,debue,
प्रहरीको,1968,NE,ne,prahariko,
बनाइन्छ,1968,NE,ne,banainchha,
बसाइँसराइ,1968,NE,ne,basainsarai,
रङ्गमञ्च,1968,NE,ne,rangamancha,
रङ्गशालामा,1968,NE,ne,rangashalama,
सिमसार,1968,NE,ne,simsar,
हुनसक्छ,1968,NE,ne,hunasakchha,
अधिकारीहरू,1966,NE,ne,adhikariharu,
अवार्डहरू,1966,NE,ne,awardharu,
एनएक्सटीको,1966,NE,ne,nxtko,
निस्कासन,1966,NE,ne,niscassion,
परिणामहरू,1966,NE,ne,parinamharu,
बाइसे,1966,NE,ne,baise,
बाबजुद,1966,NE,ne,babjud,
मुख्यत,1966,NE,ne,mukhyat,
रक्सी,1966,NE,ne,raksi,
वातावरणमा,1966,NE,ne,watawaranma,
विमानस्थलको,1966,NE,ne,wimansthalko,
हट्स्पर,1966,NE,ne,hotsper,
उपविजेता,1964,NE,ne,upawijeta,
कोठामा,1964,NE,ne,kothama,
गाएका,1964,NE,ne,gaeka,
जनगणनाको,1964,NE,ne,janagananako,
जेठी,1964,NE,ne,jethi,
नवराज,1964,NE,ne,nawaraj,
निष्कासन,1964,NE,ne,nishkasana,
न्युगिनी,1964,NE,ne,nyugini,
विष्णुले,1964,NE,ne,vishnule,
शाखाहरू,1964,NE,ne,shakhaharu,
सन्तानहरू,1964,NE,ne,santanharu,
हप्ताको,1964,NE,ne,haptako,
हुनुका,1964,NE,ne,hunuka,
डोटेली,1962,NE,ne,dotelly,
निर्देशनमा,1962,NE,ne,nirdeshanma,
परिकारहरू,1962,NE,ne,parikarharu,
प्रकाशको,1962,NE,ne,prakashko,prakashako
प्रयोगले,1962,NE,ne,prayogle,
फोर,1962,NE,ne,fore,
भनिन्थ्यो,1962,NE,ne,bhaninthyo,
महेन्द्रनगर,1962,NE,ne,mahendranagar,
सम्बन्धलाई,1962,NE,ne,sambandhalai,
सहयोगको,1962,NE,ne,sahayogko,
अध्ययनको,1960,NE,ne,adhyayanko,
कागती,1960,NE,ne,kagati,
काभ्रेपलान्चोक,1960,NE,ne,kabhrepalanchok,
कारबाही,1960,NE,ne,karbahi,
चौडाइ,1960,NE,ne,chaudai,
दृष्टिकोणले,1960,NE,ne,drishtikonle,
मनोविज्ञान,1960,NE,ne,manovigyan,
मन्त्रिपरिषद्को,1960,NE,ne,mantriparishadko,
मिलेको,1960,NE,ne,mileko,
युएस,1960,NE,ne,yues,
शृङ्खलाहरू,1960,NE,ne,shringkhalaharu,
सिक्किममा,1960,NE,ne,sikkimma,
सेप्टेम्बरमा,1960,NE,ne,septemberma,
हाइड्रोपावर,1960,NE,ne,hydropawar,hydropower
एम्ब्रोजले,1958,NE,ne,ambrosele,
कटहर,1958,NE,ne,kathar,
दिएपछि,1958,NE,ne,diepachhi,
पदार्पण,1958,NE,ne,padarpan,
फेसन,1958,NE,ne,fassion,
राख्नुहोस्,1958,NE,ne,rakhnuhos,
एसियन,1955,NE,ne,asean,
कम्पनीलाई,1955,NE,ne,companylai,
ग्यालेक्सी,1955,NE,ne,galaxy,
डलरको,1955,NE,ne,dolerko,
ढाँचाको,1955,NE,ne,dhanchako,
दिल्लीका,1955,NE,ne,delhika,
नजरुल,1955,NE,ne,nazrul,
पञ्चकन्या,1955,NE,ne,panchakanya,
बृद्धि,1955,NE,ne,briddhi,
मुसिकोट,1955,NE,ne,musikote,
लागेर,1955,NE,ne,lagera,
लेखेर,1955,NE,ne,lekhera,
वर्षभन्दा,1955,NE,ne,warshabhanda,
शीर्षकमा,1955,NE,ne,shirshakma,
अत्यावश्यक,1953,NE,ne,atyawashyak,
कलाको,1953,NE,ne,kalako,
गाउन,1953,NE,ne,gauna,
गीतका,1953,NE,ne,gitka,
गोवर्धन,1953,NE,ne,gowardhan,govardhan
चाम्लिङ,1953,NE,ne,chamling,
ढाँचामा,1953,NE,ne,dhanchama,dhaanchama
बङ्गालमा,1953,NE,ne,bengalama,bengalma
बराबरीमा,1953,NE,ne,barabarima,
बोक्रा,1953,NE,ne,bokra,
भेगमा,1953,NE,ne,bhegma,
मन्त्रालयले,1953,NE,ne,mantralayale,
माधवकुमार,1953,NE,ne,madhavkumar,
मेलाहरू,1953,NE,ne,melaharu,
ललिता,1953,NE,ne,lalita,
वीरगञ्ज,1953,NE,ne,virganj,
सहितका,1953,NE,ne,sahitka,
उही,1951,NE,ne,uhi,
गरिसकेकी,1951,NE,ne,garisakeki,
चण्डीगढ,1951,NE,ne,chandigadha,
छैठौं,1951,NE,ne,chhaithaun,
तर्फको,1951,NE,ne,tarfako,
तान्ने,1951,NE,ne,tanne,
पछिका,1951,NE,ne,pachhika,
बेइली,1951,NE,ne,bayley,bailee
मुसलमानहरू,1951,NE,ne,musalmanharu,
व्युत्पन्न,1951,NE,ne,wyutpanna,
सप्तकोशी,1951,NE,ne,saptakoshi,
सम्पर्कमा,1951,NE,ne,samparkama,
सहरलाई,1951,NE,ne,saharlai,
अनुगमन,1949,NE,ne,anugaman,
आफुले,1949,NE,ne,afule,
आमन्त्रित,1949,NE,ne,amantrit,
उष्णकटिबन्धीय,1949,NE,ne,ushnakatibandhiya,
कजाख्स्तान,1949,NE,ne,kazakhstan,
कांग्रेसको,1949,NE,ne,congressko,
कीरा,1949,NE,ne,kira,
खुम्बु,1949,NE,ne,khumbu,
जनालाई,1949,NE,ne,janalai,
जातिहरू,1949,NE,ne,jatiharu,
दृश्यमा,1949,NE,ne,drishyama,drishyamaa
पर्यो,1949,NE,ne,paryo,
पिसाब,1949,NE,ne,pisab,
बच्चाको,1949,NE,ne,bachchako,
बनायो,1949,NE,ne,banayo,
मानेर,1949,NE,ne,manera,
रम्बल,1949,NE,ne,rumble,
राजदुत,1949,NE,ne,rajdut,
राष्ट्रवाद,1949,NE,ne,rashtrawad,
